ip_address,country_name,abuse_score,attack_categories,total_reports,isp,is_tor,last_reported_at
54.37.235.85,Poland,100,"DNS Compromise, DNS Poisoning, DDoS Attack, Ping of Death, Web Spam, Email Spam, Blog Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1054,OVH Sp. z o. o.,False,2026-07-31
178.213.114.194,Russia,100,"Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",356,Korporatvniy partner Ltd,False,2026-07-31
69.5.169.32,Germany,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3191,Infrawatch Limited,False,2026-07-31
193.163.125.32,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",11064,Driftnet Ltd,False,2026-07-31
185.223.235.33,Netherlands,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",2367,Infrawatch Limited,False,2026-07-31
213.176.16.218,Netherlands,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",1267,GLOBAL CONNECTIVITY SOLUTIONS LLP,False,2026-07-31
91.92.47.81,Netherlands,100,"DDoS Attack, Web Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",451,TechTies Inc.,False,2026-07-31
157.245.69.67,Netherlands,100,"Email Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse, IoT Targeted",4012,"DigitalOcean, LLC",False,2026-07-31
68.221.186.136,Spain,100,"DDoS Attack, Web Spam, Blog Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",221,Microsoft Corporation,False,2026-07-31
185.189.182.234,Netherlands,100,"DDoS Attack, Phishing, Web Spam, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",14110,NubaCloud B.V.,False,2026-07-31
188.240.59.45,United Kingdom,100,"Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",1918,Infrawatch Limited,False,2026-07-31
45.148.10.152,Netherlands,100,"DDoS Attack, Ping of Death, Web Spam, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",399485,TECHOFF SRV LIMITED,False,2026-07-31
195.96.139.14,United Kingdom,100,"DDoS Attack, Web Spam, Email Spam, Blog Spam, VPN IP, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",274,Driftnet Ltd,False,2026-07-31
193.176.31.201,Netherlands,100,"FTP Brute-Force, Fraud VoIP, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3173,Infrawatch Limited,False,2026-07-31
69.5.169.209,Germany,100,"Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",3972,Infrawatch Limited,False,2026-07-31
193.124.20.250,Germany,100,"DDoS Attack, Fraud VoIP, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, IoT Targeted",6616,Infrawatch Limited,False,2026-07-31
77.239.124.246,Netherlands,100,"Port Scan, Hacking, Brute-Force, SSH Abuse",1206,RocketCloud,False,2026-07-31
69.5.169.234,Germany,100,"DDoS Attack, Phishing, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3474,Infrawatch Limited,False,2026-07-31
193.124.20.235,Germany,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse, IoT Targeted",3553,Infrawatch Limited,False,2026-07-31
94.159.116.131,Russia,100,"Fraud VoIP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",514,New Hosting Technologies LLC,False,2026-07-31
69.5.169.132,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",4201,Infrawatch Limited,False,2026-07-31
69.5.169.150,Germany,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, IoT Targeted",3341,Infrawatch Limited,False,2026-07-31
185.223.235.27,Netherlands,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse, IoT Targeted",2000,Infrawatch Limited,False,2026-07-31
69.5.169.191,Germany,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",2971,Infrawatch Limited,False,2026-07-31
69.5.169.194,Germany,100,"Port Scan, Hacking, SQL Injection, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3210,Infrawatch Limited,False,2026-07-31
51.75.27.166,France,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",7987,OVH SAS,False,2026-07-31
152.32.157.173,United Kingdom,100,"Web Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",9783,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,False,2026-07-31
193.163.125.189,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",10614,Driftnet Ltd,False,2026-07-31
149.202.50.58,France,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",1204,OVH SAS,False,2026-07-31
77.239.124.239,Netherlands,100,"Port Scan, Hacking, Brute-Force, SSH Abuse",1206,RocketCloud,False,2026-07-31
165.154.138.85,Germany,100,"Email Spam, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",3647,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,False,2026-07-31
176.65.148.156,Netherlands,100,"Port Scan, Brute-Force, Web App Attack, SSH Abuse",11330,Pfcloud UG,False,2026-07-31
195.178.110.31,Andorra,100,"DDoS Attack, Web Spam, Email Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",3614,TECHOFF SRV LIMITED,False,2026-07-31
216.226.77.20,United Kingdom,100,"DDoS Attack, Fraud VoIP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",2293,Valence Technology Co.,False,2026-07-31
45.148.10.62,Netherlands,100,"DDoS Attack, Web Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",10054,TECHOFF SRV LIMITED,False,2026-07-31
79.124.56.138,Bulgaria,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",13490,Tamatiya EOOD,False,2026-07-31
87.236.176.19,United Kingdom,100,"DDoS Attack, Email Spam, VPN IP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1307,Driftnet Ltd,False,2026-07-31
79.124.49.174,Bulgaria,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",14553,Tamatiya EOOD,False,2026-07-31
95.85.28.210,Netherlands,100,"Web Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",195,"DigitalOcean, LLC",False,2026-07-31
193.32.209.239,United Kingdom,100,"Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",2980,Infrawatch Limited,False,2026-07-31
193.176.29.20,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",2075,Infrawatch Limited,False,2026-07-31
194.50.235.132,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",2838,Infrawatch Limited,False,2026-07-31
31.14.254.30,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1175,Infrawatch Limited,False,2026-07-31
47.254.172.138,Germany,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",1029,Alibaba Cloud - DE,False,2026-07-31
5.226.140.15,United Kingdom,100,"Open Proxy, Email Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1411,Infrawatch Limited,False,2026-07-31
69.5.169.166,Germany,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3699,Infrawatch Limited,False,2026-07-31
89.248.173.160,Netherlands,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",378,FiberXpress BV,False,2026-07-31
69.5.169.72,Germany,100,"DNS Compromise, DNS Poisoning, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3012,Infrawatch Limited,False,2026-07-31
194.187.176.56,Germany,100,"Fraud VoIP, Email Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",581,Alpha Strike Labs GmbH,False,2026-07-31
213.209.159.226,Germany,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, SSH Abuse",26247,Feo Prest SRL,False,2026-07-31
195.178.110.155,Andorra,100,"DDoS Attack, Web Spam, Email Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",4007,TECHOFF SRV LIMITED,False,2026-07-31
5.187.35.26,Netherlands,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot",27659,Amarutu Technology Ltd,False,2026-07-31
172.94.9.37,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",533,Secure Internet LLC (UK),False,2026-07-31
69.5.169.170,Germany,100,"DNS Poisoning, DDoS Attack, Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3494,Infrawatch Limited,False,2026-07-31
193.32.162.9,Netherlands,100,"Port Scan, Hacking, Brute-Force, Web App Attack",1439,UNMANAGED LTD,False,2026-07-31
80.99.42.244,Hungary,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse, IoT Targeted",44,2Connect Telecommunications Infrastructure & Network Services Ltd.,False,2026-07-31
54.37.10.124,United Kingdom,100,"Port Scan, Brute-Force, Web App Attack, SSH Abuse",1329,OVH SAS,False,2026-07-31
80.82.77.33,Netherlands,100,"DDoS Attack, Fraud VoIP, Web Spam, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",33506,FiberXpress BV,False,2026-07-31
2.26.230.250,Germany,100,"Port Scan, Brute-Force, Bad Web Bot",207,play2go.cloud - Cheap and reliable hosting,False,2026-07-31
64.89.160.39,Luxembourg,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Web App Attack, IoT Targeted",837,Ghosty Networks LLC,False,2026-07-31
185.216.145.175,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack",3034,Infrawatch Limited,False,2026-07-31
79.124.40.110,Bulgaria,100,"Port Scan, Hacking, Brute-Force, Exploited Host",18932,Tamatiya EOOD,False,2026-07-31
81.19.216.87,Netherlands,100,"FTP Brute-Force, Port Scan, Hacking, SQL Injection, Brute-Force, Web App Attack, SSH Abuse",2595,Infrawatch Limited,False,2026-07-31
176.65.148.84,Netherlands,100,"FTP Brute-Force, Port Scan, Brute-Force",13465,Pfcloud UG,False,2026-07-31
213.177.179.62,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",8822,wcd,False,2026-07-31
216.226.76.30,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",5772,Valence Technology Co.,False,2026-07-31
57.129.15.177,Germany,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",1238,OVH GmbH,False,2026-07-31
78.128.114.174,Bulgaria,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",12136,Tamatiya EOOD,False,2026-07-31
194.88.98.104,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3246,Infrawatch Limited,False,2026-07-31
178.173.255.106,Netherlands,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",105,SIA VEESP,False,2026-07-31
213.166.84.34,United Kingdom,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",2590,Infrawatch Limited,False,2026-07-31
185.224.128.16,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",65252,Alsycon B.V.,False,2026-07-31
94.25.40.30,Russia,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",2686,JSC Rostelecom client (city Komsomolsk-na-Amure) 08-14445,False,2026-07-31
45.91.64.7,Russia,100,"DDoS Attack, Fraud VoIP, Open Proxy, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",21361,F6,False,2026-07-31
193.124.20.227,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",3300,Infrawatch Limited,False,2026-07-31
5.226.140.16,United Kingdom,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",1196,Infrawatch Limited,False,2026-07-31
209.99.185.118,Switzerland,100,"DNS Compromise, DDoS Attack, Email Spam, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",296,SKN Subnet & Telecom Ltd,False,2026-07-31
78.128.112.146,Bulgaria,100,"Port Scan, Hacking, Brute-Force",9345,Lir.bg EOOD,False,2026-07-31
69.5.169.22,Germany,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",2693,Infrawatch Limited,False,2026-07-31
5.226.140.44,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",1332,Infrawatch Limited,False,2026-07-31
20.229.115.183,Netherlands,100,"Brute-Force, Web App Attack, SSH Abuse",5264,Microsoft Corporation,False,2026-07-31
193.163.125.122,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",11921,Driftnet Ltd,False,2026-07-31
20.13.164.162,Ireland,100,"DDoS Attack, FTP Brute-Force, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse, IoT Targeted",5700,Microsoft Corporation,False,2026-07-31
164.92.246.145,Germany,100,"DDoS Attack, Phishing, Email Spam, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",172,"DigitalOcean, LLC",False,2026-07-31
51.89.61.82,United Kingdom,100,"Email Spam, Port Scan, Hacking, Brute-Force, SSH Abuse",37,OVH Srl,False,2026-07-31
185.107.80.93,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",15879,Serverhosting,False,2026-07-31
45.133.173.215,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",244,Internet Utilities Europe and Asia Limited,False,2026-07-31
88.210.63.69,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host",33420,Local NCC Ltd.,False,2026-07-31
85.217.140.30,France,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, Exploited Host",13233,NL MODAT,False,2026-07-31
69.5.169.236,Germany,100,"DDoS Attack, Fraud VoIP, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",4145,Infrawatch Limited,False,2026-07-31
213.177.179.91,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",7971,wcd,False,2026-07-31
217.160.226.51,Spain,100,"DDoS Attack, FTP Brute-Force, Ping of Death, Web Spam, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, SSH Abuse",8578,IONOS SE,False,2026-07-31
79.32.45.173,Italy,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",159,Telecom Italia S.p.A.,False,2026-07-31
94.61.159.91,Portugal,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",2070,DSL-ULL,False,2026-07-31
109.205.211.97,Netherlands,100,"Port Scan, Hacking, Brute-Force, Web App Attack",1427,ColocationX,False,2026-07-31
78.153.140.150,United Kingdom,100,"DDoS Attack, Web Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",89,HOSTGLOBAL.PLUS LTD,False,2026-07-31
185.177.72.17,France,100,"DDoS Attack, Web Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",3555,FBW NETWORKS SAS,False,2026-07-31
164.92.181.204,Germany,100,"DDoS Attack, Phishing, Fraud VoIP, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",193,"DigitalOcean, LLC",False,2026-07-31
45.82.76.118,United Kingdom,100,"Port Scan, Hacking, Spoofing, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",6172,Detai Prosperous Technologies Limited,False,2026-07-31
176.65.149.64,Netherlands,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, SSH Abuse",16783,Pfcloud UG,False,2026-07-31
45.156.87.216,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",7371,TechTies Inc.,False,2026-07-31
94.154.43.114,Netherlands,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1197,Storm Industries LLC,False,2026-07-31
5.252.83.100,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",273,Internet Utilities Europe and Asia Limited,False,2026-07-31
92.5.66.49,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",202,Oracle Svenska AB,False,2026-07-31
45.82.76.130,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",5971,Detai Prosperous Technologies Limited,False,2026-07-31
195.178.110.228,Andorra,100,"Brute-Force, Web App Attack, SSH Abuse",21140,TECHOFF SRV LIMITED,False,2026-07-31
185.79.139.16,Finland,100,"Phishing, Email Spam, Spoofing, Brute-Force, Web App Attack, SSH Abuse",3617,Baykov Ilya Sergeevich,False,2026-07-31
195.96.139.36,United Kingdom,100,"DDoS Attack, Email Spam, VPN IP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",277,Driftnet Ltd,False,2026-07-31
217.146.80.108,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host",3199,Infrawatch Limited,False,2026-07-31
104.28.158.16,France,100,"DDoS Attack, Ping of Death, Web Spam, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",70,"Cloudflare, Inc.",False,2026-07-31
64.89.161.160,Luxembourg,100,"DDoS Attack, Phishing, Open Proxy, Web Spam, Email Spam, VPN IP, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack",2191,Ghosty Networks LLC,False,2026-07-31
77.239.124.248,Netherlands,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, SSH Abuse",1244,RocketCloud,False,2026-07-31
167.233.21.86,Germany,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",117,Hetzner Online GmbH,False,2026-07-31
47.245.143.56,Germany,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack",934,Alibaba Cloud LLC,False,2026-07-31
94.154.43.43,Netherlands,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3328,Storm Industries LLC,False,2026-07-31
46.101.235.18,Germany,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",1668,"DigitalOcean, LLC",False,2026-07-31
45.82.76.114,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",6162,Detai Prosperous Technologies Limited,False,2026-07-31
45.156.87.207,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host",1286,TechTies Inc.,False,2026-07-31
69.5.169.140,Germany,100,"DDoS Attack, Email Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3866,Infrawatch Limited,False,2026-07-31
69.5.169.196,Germany,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3840,Infrawatch Limited,False,2026-07-31
178.185.129.2,Russia,100,"DDoS Attack, Port Scan, Hacking, SQL Injection, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",606,PJSC Rostelecom,False,2026-07-31
69.5.169.189,Germany,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3891,Infrawatch Limited,False,2026-07-31
209.99.190.126,Switzerland,100,"DNS Compromise, DNS Poisoning, DDoS Attack, Phishing, Web Spam, Email Spam, Blog Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",572,SKN Subnet & Telecom Ltd,False,2026-07-31
213.209.159.113,Germany,100,"Port Scan, Hacking, Brute-Force, Web App Attack",5698,Feo Prest SRL,False,2026-07-31
45.82.76.134,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",6149,Detai Prosperous Technologies Limited,False,2026-07-31
156.227.235.77,Russia,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",708,Cloud Innovation Ltd,False,2026-07-31
93.152.221.213,Germany,100,"DDoS Attack, FTP Brute-Force, Ping of Death, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",83,TechTies Inc.,False,2026-07-31
23.161.169.62,United Kingdom,100,"DDoS Attack, Open Proxy, Web Spam, VPN IP, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",957,"Infraly, LLC",False,2026-07-31
139.100.207.64,Russia,100,"DDoS Attack, FTP Brute-Force, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",302,Selectel Network,False,2026-07-31
20.215.211.95,Poland,100,"DDoS Attack, Web Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",564,Microsoft Corporation,False,2026-07-31
195.178.110.217,Andorra,100,"Port Scan, Brute-Force, Web App Attack, SSH Abuse",21579,TECHOFF SRV LIMITED,False,2026-07-31
37.10.113.219,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",5487,Infrawatch Limited,False,2026-07-31
138.124.20.112,Poland,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",14801,Plant Holding GmbH,False,2026-07-31
51.15.115.141,Netherlands,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, IoT Targeted",2232,"Scaleway - Amsterdam, Netherlands",False,2026-07-31
141.94.94.46,France,100,"DDoS Attack, Web Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",121,OVH SAS,False,2026-07-31
34.159.18.221,Germany,100,"Port Scan, Hacking, Brute-Force, SSH Abuse",2142,Google LLC,False,2026-07-31
196.196.53.4,Latvia,100,"Phishing, Web Spam, Email Spam, Blog Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",224,SA,False,2026-07-31
192.253.248.59,United Kingdom,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Web App Attack",3223,Secure Internet LLC (UK),False,2026-07-31
176.65.149.55,Netherlands,100,"Port Scan, Brute-Force, SSH Abuse",16090,Pfcloud UG,False,2026-07-31
91.92.42.126,Netherlands,100,"DDoS Attack, FTP Brute-Force, Port Scan, Hacking, Brute-Force, SSH Abuse",2930,TechTies Inc.,False,2026-07-31
57.129.81.227,Germany,100,"DDoS Attack, Web Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",638,OVH GmbH,False,2026-07-31
141.94.76.134,France,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",700,OVH SAS,False,2026-07-31
51.15.44.6,Netherlands,100,"DDoS Attack, Phishing, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",2082,ONLINE SAS NL,False,2026-07-31
188.240.59.54,United Kingdom,100,"Fraud VoIP, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",2346,Infrawatch Limited,False,2026-07-31
176.65.149.27,Netherlands,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",7223,Pfcloud UG,False,2026-07-31
69.5.169.87,Germany,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",3472,Infrawatch Limited,False,2026-07-31
51.158.173.124,Netherlands,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",893,"Scaleway - Amsterdam, Netherlands",False,2026-07-31
69.5.169.11,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3294,Infrawatch Limited,False,2026-07-31
69.5.169.155,Germany,100,"Phishing, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",4095,Infrawatch Limited,False,2026-07-31
69.5.169.61,Germany,100,"DDoS Attack, Fraud VoIP, Port Scan, Hacking, Brute-Force, Exploited Host, IoT Targeted",3190,Infrawatch Limited,False,2026-07-31
87.236.176.15,United Kingdom,100,"DNS Poisoning, DDoS Attack, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1349,Driftnet Ltd,False,2026-07-31
94.154.43.178,Netherlands,100,"DDoS Attack, FTP Brute-Force, Web Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1585,Storm Industries LLC,False,2026-07-31
69.5.169.92,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3579,Infrawatch Limited,False,2026-07-31
185.223.235.50,Netherlands,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",2298,Infrawatch Limited,False,2026-07-31
